Judul,Tanggal,Jam Upload (WIB)
"TERKEPUNG MUSUH‼ SATRIA KUMBARA BERTAHAN DIHUJANI MORTIR, BERI PESAN MERINDING UNTUK RI",2025-08-24,5:30
ULTIMATUM RAJA MALAYSIA‼ KINI JET HORNET RMAF MALAYSIA MELEDAK DI UDARA,2025-08-24,8:30
"MALAYSIA KETAR-KETIR‼ PACU JALUR INDONESIA KEMBALI JADI SOROTAN MEDIA DUNIA, ADA MIKE MELLY",2025-08-24,12:00
"RAJA MALAYSIA KAGET‼️ JET F/A-18 MALAYSIA MELEDAK, WARGA JIRAN TAK PERCAYA LAGI ALUTSISTA BEKAS",2025-08-24,13:30
"GEGER‼ INDONESIA KIRIM 800 TON BANTUAN KE PALESTINA, DUNIA TAKJUB LIHAT KEBAIKAN HATI RAKYAT RI",2025-08-25,0:30
RI DIBANJIRI PUJIAN WARGA PALESTINA‼ SEBUT INDONESIA NEGARA PALING PEDULI & SELALU HADIR UNTUK KAMI,2025-08-25,2:30
"TERBONGKAR‼ 10 JAWABAN JUJUR RAKYAT TIMOR LESTE TENTANG INDONESIA, MENYESAL PISAH NKRI⁉",2025-08-25,5:30
"HEBOH‼ SABAH SKAKMAT MALAYSIA SOAL AMBALAT, KINI INGIN PISAH DARI MALAYSIA, INI YANG AKAN TERJADI‼",2025-08-25,8:30
"DUNIA TERBELALAK‼ PRABOWO BELA HABIS PALESTINA, NETANYAHU DIKUCILKAN & DITERPA DEMO BESAR DI ISRAEL‼",2025-08-25,11:30
OPERASI AIRDROP TNI AU DI GAZA DIPUJI DUNIA‼️ INDONESIA BUKTIKAN KOMITMEN KEMANUSIAAN DI GAZA,2025-08-25,13:45
MERINDING‼ CARA TNI AU TEMBUS ZONA PERANG TIMUR TENGAH LAWAN BLOKADE DAN RISIKO TEMBAKAN ISRAEL,2025-08-26,0:30
MALAYSIA KEHERANAN LIHAT TNI INDONESIA BISA TEMBUS BLOKADE ISRAEL‼ KAGET LIHAT KEKUATAN TNI,2025-08-26,2:30
"PUTIN ANCAM NATO, TUNJUK INDONESIA JADI PENJAMIN PERDAMAIAN UKRAINA, MALAYSIA MAKIN IRI⁉",2025-08-26,5:30
"NETANYAHU NGAMUK‼ ANCAM PERANGI INDONESIA, MALAYSIA & PAKISTAN HINGGA BUAT DUNIA GEMPAR‼",2025-08-26,8:30
"AFRIKA TERHARU‼ INDONESIA BANGUN SUMBER AIR BERSIH ATASI KRISIS PARAH, RAKYAT AFRIKA BERTERIMAKASIH",2025-08-26,11:30
"NEKAD‼ MALAYSIA ANCAM PERANG, RAKYAT SABAH NGAMUK MINTA KUASAI AMBALAT ATAU MERDEKA",2025-08-27,0:30
"TRAGIS‼ JURNALIS CANTIK MESIR TERHARU AKSI AIRDROP TNI INDONESIA DI GAZA, GUGUR KENA SERANGAN ISRAEL",2025-08-27,2:30
"INDONESIA BIKIN NETANYAHU NGAMUK‼ SAAT ARAB TAKUT DENGAN AMERIKA, TNI TUNJUKKAN NYALI DI LANGIT GAZA",2025-08-27,5:30
"MALAYSIA & SINGAPURA MURKA‼ PAPUA NUGINI BERGABUNG ALIANSI INDONESIA, AUSTRALIA IKUT KEPANASAN⁉",2025-08-27,8:30
"GEGER‼ INGGRIS DI AMBANG BANGKRUT, HUTANG MEROKET & RAKYAT TERCEKIK PAJAK GILA GILAAN",2025-08-27,11:30
"MALAYSIA BINGUNG PILIH JET TEMPUR, BUDGET NGGAK CUKUP BELI KAAN, INDONESIA TAWARKAN KF-21 BORAMAE",2025-08-27,13:30
"HEBOH‼ PUTIN–PRABOWO BERSATU, MALAYSIA PANIK OPERASI GABUNGAN GUNCANG LAUT SULAWESI",2025-08-28,0:30
GEMPAR‼ DARAH WARGA INDONESIA TUMPAH DI “DOR” TENTARA TIMOR LESTE SAAT PERTAHANKAN TAPAL BATAS NKRI,2025-08-28,2:30
AUSTRALIA MULAI PANIK‼ PRABOWO BUKA SUARA PAPUA NUGINI SEGERA BERGABUNG DENGAN INDONESIA⁉,2025-08-28,5:30
"JIRAN MURKA‼ TKI TAK BOLEH MASUK, MALAYSIA DIBANJIRI 800 RIBU PEKERJA BANGLADESH",2025-08-28,8:30
"AKSI TAK TERDUGA INDONESIA UNTUK GAZA, 80 TON BANTUAN TURUN DARI LANGIT TEMBUS BLOKADE PERANG",2025-08-29,2:15
AMERIKA EROPA TERKEJUT‼ PRABOWO BERANI ANCAM SERANG TIMOR LESTE SOAL PENEMBAKAN WNI,2025-08-29,6:00
JEPANG & NEGARA BESAR TERKEJUT MELIHAT INDUSTRI JAWA BARAT MAJU PESAT‼ RI AKAN KUASAI INDUSTRI ASIA,2025-08-29,9:15
"MEDIA ASING BERITAKAN DEMO INDONESIA, MALAYSIA DISOROT‼ AS & EROPA LARANG WARGANYA DATANG KE RI⁉",2025-08-30,2:30
"RAKYAT NGAMUK‼ MAHASISWA, BURUH & OJOL TAK TERBENDUNG, GEDUNG DPR DI DUDUKI RAKYAT, SYAHRONI KABUR",2025-08-30,5:30
"AMARAH RAKYAT MEMUNCAK‼ RAKYAT BERGERAK TAK TERBENDUNG, GEDUNG DPR TERBAKAR SERENTAK DI AMUK MASSA",2025-08-30,8:30
"MALAYSIA IKUT DEMO‼ MALAYSIA TERBELAH KARENA DEMO BESAR INDONESIA, PEMUDA TURUN KE JALAN",2025-08-31,2:30
AMERIKA TERKEJUT PRABOWO SIAPKAN PASUKAN ELIT SERANG PEMERINTAH TIMOR LESTE PANIK DIKUCILKAN ASEAN,2025-08-31,5:30
"THE POWER OF RAKYAT‼ MASSA BERGERAK SERENTAK, RUMAH MEWAH DI BAKAR DAN DI JARAH MASSA",2025-08-31,8:30
"AUSTRALIA MULAI PANIK‼ PRABOWO BUKA SUARA, AKHIRNYA PAPUA NUGINI SEGERA BERGABUNG DENGAN INDONESIA⁉",2025-07-01,9:15
PRABOWO BLAK-BLAKAN DEPAN PUTIN SOSOK KOMANDAN PERANG MUSUH BEBUYUTAN KINI JADI KAWAN,2025-07-01,12:30
BRAVO! SINGAPURA & MALAYSIA AUTO PANIK! DPR SETUJU 100 PERSEN PUTIN BANTU BANGUN NUKLIR DI INDONESIA,2025-07-01,15:30
JEPANG BUKA 820 RIBU LOWONGAN KERJA! MALAY TAK TERIMA KALAU INDONESIA KIRIM RIBUAN TKI KE JEPANG?!,2025-07-01,18:45
KARMA HINA TKI‼ BANGLA NGAMUK DAN RICUH DI MALAYSIA WARGA JIRAN INGINKAN MEREKA BALIK KE NEGARANYA⁉,2025-07-02,9:15
HEBOH‼ PESAWAT TUDM MALAYSIA NYUNGSEP‼ PESAWAT RONGSOKAN DIPAKSA TERBANG⁉ LIAT TUH INDONESIA‼,2025-07-02,12:30
HEBOH‼ MALAYSIA KLAIM PENEMUAN JASAD JULIANA MARINS BERKAT DRONE MILIK MALAYSIA ‼,2025-07-02,15:30
GUNCANG ASIA‼️MEDIA CHINA KAGUMI INDONESIA TEMUKAN 24 RIBU TON URANIUM‼️ PUTIN SIAP BANTU⁉️,2025-07-02,19:30
HEBOH TURIS TAIWAN HINA KULINER DAN IBUKOTA MALAYSIA KUMUH BANDINGKAN DENGAN INDONESIA⁉,2025-07-03,9:30
DUNIA TERCENGANG‼ INDONESIA JADI TAMU KEHORMATAN NEGARA G7 & RUSIA MENGAPA TIDAK MALAYSIA?,2025-07-03,12:30
DIBUAT MELONGO‼ SE-MALAYSIA RESAH‼ WARGA BANGLADESH JADI PENYAKIT BARU DI MALAYSIA!,2025-07-03,15:30
"INDONESIA JADI REBUTAN‼️INGGRIS KIRIM KAPAL PERANG, PRESIDEN KOREA MENDADAK TELFON PRABOWO,ADA APA⁉️",2025-07-04,7:30
"BIKIN GERAM‼ PBB AKUI AMBALAT MILIK INDONESIA UNCLOS 1982, TAPI NETIZEN MALAY AKUI 100% MILIK MALAY⁉",2025-07-04,9:15
"PANIK‼ TEPAT SEBELUM SUBUH‼ RUDAL IRAN HANTAM IBUKOTA ISRAEL, PERAN INDONESIA MAKIN DI SOROT⁉",2025-07-04,13:00
"KLAIM TENTARA TERKUAT DUNIA‼ LIHAT AKSI ASKAR MALAYSIA VS KOMANDO WANITA, BIKIN NGAKAK NETIZEN‼",2025-07-04,15:30
"PENYESALAN BESAR MALAYSIA SERING BULLY TKI, KINI BANGLADESH AMBIL ALIH MALAYSIA?!",2025-07-04,18:30
MALAYSIA LEGA AMBIL ALIH AMBALAT⁉️ KLAIM TAK BERDASAR REBUT AMBALAT DARI INDONESIA‼️ NETIZEN GERAM‼️,2025-07-04,20:30
DUNIA TERKEJUT‼️IRAN MINTA INDONESIA HANCURKAN PROPAGANDA ISRAEL❗GANDENG ARAB SATUKAN TIMUR TENGAH⁉️,2025-07-05,7:30
HEBOH BERULAH LAGI‼ WARGA MALAYSIA KENA SERANGAN OKNUM EKSTREMIS WARGA BANGLADESH ⁉,2025-07-05,9:15
KLAIM LIAR DPR MALAYSIA SEBUT POPULASI MELAYU MALAYSIA TERBESAR KE-3 DI DUNIA‼ BIKIN MALU INDONESIA,2025-07-05,12:30
JIRAN PANIK‼ MALAYSIA TAKUT INDONESIA PUNYA NUKLIR DI KALIMANTAN⁉ PUTIN & PRABOWO MAKIN MESRA,2025-07-05,15:30
"PAPUA GUNCANG ASIA‼️RUSIA & CHINA BEREBUT INVESTASI BIOENERGI INDONESIA,JIRAN MAKIN HILANG KENDALI⁉️",2025-07-05,18:30
BIKIN HEBOH ASEAN‼️JIRAN MAKIN IRI INDONESIA DITAWARI T-14 ARMATA RUSIA‼️IRAN MINTA TOLONG INDONESIA,2025-07-06,7:30
MALAYSIA MAU TIPU INDONESIA⁉ MALAYSIA MARAH BESAR AMBALAT AKAN DI KELOLA INDONESIA-ARAB SAUDI⁉,2025-07-06,9:30
"JIRAN KETAR-KETIR‼ MELONGO LIHAT KEMAJUAN MILITER RI, RUDAL BUATAN INDONESIA BIKIN HEBOH SE-ASEAN‼",2025-07-06,12:30
"HEBOH‼ WNI DITANGKAP JUNTA MILITER MYANMAR, MALAYSIA NGAKU KEWALAHAN HADAPI MYANMAR‼",2025-07-06,15:30
JANGAN MAIN-MAIN‼️JIKA MEDIASI SULIT INDONESIA SIAP PERANG LAWAN MYANMAR PANGLIMA TNI TURUN TANGAN‼️,2025-07-06,20:30
"GANYANG MYANMAR‼️INDONESIA ANCAM OPERASI MILITER KE MYANMAR, MYANMAR KETAR-KETIR LIHAT KOPASSUS🔥‼️",2025-07-07,7:30
"NGAMUK‼ JUNTA MYANMAR SEBUT INDONESIA CS ANJ**G PELIHARAAN AMERIKA, RI HILANGKAN MYANMAR DARI ASEAN⁉",2025-07-07,9:30
"ASEAN TERANCAM PERANG‼ PRABOWO MURKA LAPORKAN JUNTA MYANMAR KE PUTIN DI KTT BRICS, CHINA MURKA‼",2025-07-07,12:30
"TIMUR TENGAH TERGUNCANG‼ PERANG JILID II BAKAL LEBIH DAHSYAT, IRAN SIAP BURU KEPALA NETANYAHU⁉",2025-07-07,15:30
"SEBUT TENTARA TERKUAT DI DUNIA, MALAYSIA TAK DI UNDANG BASTILLE DAY⁉️INDONESIA KIRIM 500 PERSONEL‼️",2025-07-07,18:30
"MAKIN PANAS‼️KASUS WNI DI CULIK JUNTA MYANMAR, PRABOWO UTUS KOPASSUS-SAT 81 GULTOR, AUTO MERINDING⁉️",2025-07-08,7:30
"ASEAN TERCENGANG‼ RI JADI TAMU KEHORMATAN ISTIMEWA PARADE BASTILLE DAY DI PERANCIS, JIRAN MAKIN IRI‼",2025-07-08,9:15
PERINGATAN TERAKHIR MYANMAR‼ PRABOWO TOLAK PERANG TAPI JIKA TERPAKSA KITA TIDAK AKAN MAIN-MAIN,2025-07-08,12:30
HEBOH‼ MODI DAN PRABOWO: DUNIA BUTUH TATANAN DUNIA BARU‼BRICS MAKIN SOLID BIKIN CIUT AS & SEKUTUNYA⁉,2025-07-08,15:30
"HEBOH‼️GURU DI MALAYSIA TAK TERIMA ADA MURID NYA PAKAI BAHASA INDONESIA, CIKGU GERAM‼️",2025-07-08,19:00
MALAYSIA INGATKAN MYANMAR‼ JANGAN MAIN-MAIN SAMA INDONESIA MEREKA PUNYA TNI SANGAT KUAT‼,2025-07-09,10:00
"MALAYSIA SEBUT WHOOSH GAGAL, TAPI PEMAIN OXFORD TAKJUB DENGAN WHOOSH, BARU AJA MEREM SUDAH SAMPAI‼",2025-07-09,12:30
"TRUMP NGAMUK‼ INDONESIA DAPAT SURAT ANCAMAN, & BOS NATO AKUI KALAH DARI RUSIA JIKA PERANG TERJADI‼",2025-07-09,15:30
HEBOH SE-ASEAN‼️ MALAYSIA TAK MAMPU REDAM KONFLIK MYANMAR MINTA BANTUAN INDONESIA KERAHKAN TNI‼️,2025-07-09,18:31
BERULAH LAGI‼️PACU JALUR  DI KLAIM NETZ MALAYSIA⁉️SAMPAI BULE BELA INI 100 PERSEN MILIK INDONESIA‼️,2025-07-09,20:30
"ASEAN MEMANAS‼️KARMA CULIK WNI, MYANMAR TERANCAM DI KELUARKAN ASEAN DAN ANGGOTA BARU TIMOR LESTE⁉️",2025-07-10,7:30
"SKANDAL BESAR‼ CHINA HANCURKAN RAFALE RI, MALAH DIBALAS PERANCIS, KORSEL SIAPKAN ALUTSISTA RAHASIA‼",2025-07-10,9:30
"AS ULTIMATUM RI‼ INDONESIA HARUS BANGUN “PABRIK” DI AS! RI SIAP DI BACKING BRICS, PUTIN MURKA⁉",2025-07-10,12:30
"HEBOH‼ JIRAN KLAIM MILITER TERKUAT DI DUNIA, IRI LIHAT KOLABORASI RI-KORSEL BANGUN JET KF-21 BORAMAE",2025-07-10,15:30
HEBOH‼️POLITIKUS MALAYSIA KAGUM DENGAN DIPLOMASI GLOBAL PRABOWO‼️MALAYSIA HARUS BELAJAR DARI RI⁉️,2025-07-10,18:30
"MAKIN PANAS‼️KASUS WNI DI CULIK JUNTA MYANMAR, PRABOWO UTUS KOPASSUS-SAT 81 GULTOR, AUTO MERINDING⁉️",2025-07-08,7:30
"ASEAN TERCENGANG‼ RI JADI TAMU KEHORMATAN ISTIMEWA PARADE BASTILLE DAY DI PERANCIS, JIRAN MAKIN IRI‼",2025-07-08,9:15
PERINGATAN TERAKHIR MYANMAR‼ PRABOWO TOLAK PERANG TAPI JIKA TERPAKSA KITA TIDAK AKAN MAIN-MAIN,2025-07-08,12:30
HEBOH‼ MODI DAN PRABOWO: DUNIA BUTUH TATANAN DUNIA BARU‼BRICS MAKIN SOLID BIKIN CIUT AS & SEKUTUNYA⁉,2025-07-08,15:30
"HEBOH‼️GURU DI MALAYSIA TAK TERIMA ADA MURID NYA PAKAI BAHASA INDONESIA, CIKGU GERAM‼️",2025-07-08,19:00
MALAYSIA INGATKAN MYANMAR‼ JANGAN MAIN-MAIN SAMA INDONESIA MEREKA PUNYA TNI SANGAT KUAT‼,2025-07-09,10:00
"MALAYSIA SEBUT WHOOSH GAGAL, TAPI PEMAIN OXFORD TAKJUB DENGAN WHOOSH, BARU AJA MEREM SUDAH SAMPAI‼",2025-07-09,12:30
"TRUMP NGAMUK‼ INDONESIA DAPAT SURAT ANCAMAN, & BOS NATO AKUI KALAH DARI RUSIA JIKA PERANG TERJADI‼",2025-07-09,15:30
HEBOH SE-ASEAN‼️ MALAYSIA TAK MAMPU REDAM KONFLIK MYANMAR MINTA BANTUAN INDONESIA KERAHKAN TNI‼️,2025-07-09,18:31
BERULAH LAGI‼️PACU JALUR DI KLAIM NETZ MALAYSIA⁉️SAMPAI BULE BELA INI 100 PERSEN MILIK INDONESIA‼️,2025-07-09,20:30
"ASEAN MEMANAS‼️KARMA CULIK WNI, MYANMAR TERANCAM DI KELUARKAN ASEAN DAN ANGGOTA BARU TIMOR LESTE⁉️",2025-07-10,7:30
"SKANDAL BESAR‼ CHINA HANCURKAN RAFALE RI, MALAH DIBALAS PERANCIS, KORSEL SIAPKAN ALUTSISTA RAHASIA‼",2025-07-10,9:30
"AS ULTIMATUM RI‼ INDONESIA HARUS BANGUN “PABRIK” DI AS! RI SIAP DI BACKING BRICS, PUTIN MURKA⁉",2025-07-10,12:30
"HEBOH‼ JIRAN KLAIM MILITER TERKUAT DI DUNIA, IRI LIHAT KOLABORASI RI-KORSEL BANGUN JET KF-21 BORAMAE",2025-07-10,15:30
HEBOH‼️POLITIKUS MALAYSIA KAGUM DENGAN DIPLOMASI GLOBAL PRABOWO‼️MALAYSIA HARUS BELAJAR DARI RI⁉️,2025-07-10,18:30
BIKIN BANGGA RI‼️PERSONEL TNI TAMPIL MEMUKAU SAAT LATIHAN BERSAMA TENTARA PERANCIS DI BASTILLE DAY‼️,2025-07-11,7:45
"MEMANAS‼ JUNTA MYANMAR TOLAK TIMOR LESTE MASUK ASEAN, RI MURKA WNI DICULIK, ASEAN KELUARKAN MYANMAR⁉",2025-07-11,9:45
"GEGER‼️ NATO BOCORKAN SKANDAL RUSIA, EROPA BAKAL DI BOM JIKA CHINA INVASI TAIWAN⁉️",2025-07-11,13:00
"MEMANAS‼ AS INCAR “HARTA KARUN” RI, TAK CIUT DI HANTAM TARIF AS, INDONESIA KEKEH GAK KELUAR BRICS!",2025-07-11,15:35
NGAJAKIN INDONESIA PERANG🔥NETZ MALAYSIA MERADANG SOAL AMBALAT SETELAH PM ANWAR DEAL DENGAN PRABOWO,2025-07-11,18:30
"KENAPA MALAYSIA TERLALU RASIS DG TKI INDONESIA⁉️WARGA MULAI MENYESAL, BANGLA BUAT KACAU & RUSUH‼️",2025-07-12,7:30
"GEGER⁉ MALAYSIA INGKAR JANJI, WARGA MALAYSIA MINTA PENUH 100% AMBALAT TAK MAU DI KELOLA BERSAMA RI",2025-07-12,9:30
"BIKIN TAKJUB SE-ASEAN‼ DUNIA AKUI KEHEBATAN TNI, SATGAS PATRIOT II SIAP GUNCANG BASTILLE DAY",2025-07-12,12:30
"PAVILION RI DIKUNJUNGI 1 JUTA ORANG DI EXPO OSAKA 2025, MALAYSIA DITUDUH CURI KONSEP PAVILION⁉",2025-07-12,16:30
MALAYSIA MALU AKUI KEHEBATAN BAHASA INDONESIA‼️CIGKU MALAH DI BELA HABIS-HABISAN SAMA WARGANYA‼️,2025-07-12,18:30
"TUNJUKKAN TARING‼️HINA TNI LEMAH, MALAYSIA SEBUT MILITER NYA TERKUAT KEDUA⁉️TNI MAKIN DI AKUI DUNIA",2025-07-13,7:30
ASEAN TERPUKAU‼ AKSI JET TEMPUR & TNI BIKIN TENTARA PERANCIS GEMETAR🔥 INDONESIA GUNCANG EROPA,2025-07-13,9:30
GANYANG MYANMAR‼ DIPLOMASI GAGAL ❌ INDONESIA MULAI SERANG MYANMAR⁉ MYANMAR SEBUT RI BUDAK AS,2025-07-13,12:30
"MERINDING‼ KEBANGKITAN POROS RI-RUSIA BIKIN MALAYSIA KETAR-KETIR, BANGKIT GANYANG MALAYSIA JILID II⁉",2025-07-13,15:30
"INDONESIA HENTIKAN EKSPOR SAWIT, MALAYSIA LANGSUNG KETAR-KETIR!",2025-07-13,18:30
KLAIM DIASPORA SURINAME ASAL MELAYU⁉️MALAYSIA DI PERMALUKAN MAHASISWA SURINAME ASLI INDONESIA‼️,2025-07-13,20:30
PRABOWO & VON DER LEYEN GUNCANG DUNIA‼️TARIF NOL PERSEN JADIKAN INDONESIA RAJA EKSPOR EROPA‼️,2025-07-14,7:30
"SERANGAN KEJUTAN PRABOWO‼ JUNTA MYANMAR & PEMBERONTAK KECOLONGAN, AKHIRNYA 691 WNI “BEBAS”🔥",2025-07-14,9:30
"SUPER BANGGA🔥 PASUKAN TNI BIKIN MACRON TERPUKAU, TNI BERHASIL BUAT MERINDING EROPA‼",2025-07-14,12:30
BIKIN MERINDING‼ REOG TAMPIL GAGAH PUKAU PARA JENDERAL EROPA DI ACARA BASTILLE DAY PERANCIS,2025-07-14,15:30
"GILA‼️INDO TERNYATA LEBIH AMAN DARI AMERIKA, BULE INI KAGET SAAT LIHAT ASLINYA‼️",2025-07-14,18:30
"TAKJUB‼️SEMUA MATA EROPA TERTUJU, PACU JALUR & REOG PONOROGO TAMPIL MENAKJUBKAN DI BASTILLE DAY‼️",2025-07-15,7:30
"SENJATA MAKAN TUAN‼️ TRUMP KETAKUTAN SAMPAI MINTA TOLONG INDONESIA, ASEAN JATUHKAN HARGA DIRI AS🔥",2025-07-15,9:30
"GARA-GARA REMEHKAN & HINA TKI, KINI MALAYSIA DISERBU BANGLA⁉️ JEPANG & AUSTRIA BUKA LEBAR 15.000 TKI",2025-07-15,12:30
RI ULTIMATUM UNI EROPA‼ CEPA INDONESIA-UE AKAN JADIKAN KITA RAJA EKSPOR - MALAYSIA & ASEAN CEMBURU⁉,2025-07-15,15:30
MARCHINGBAND TNI GAGAH DI PRANCIS SEMENTARA JIRAN GAGAL ATRAKSI NETIZEN:KAYAK ANAK SD LAGI LATIHAN‼️,2025-07-15,18:30
"ASEAN SHOCK‼️ RI SIAP KUASAI 70% EKSPOR BERAS DUNIA, MALAYSIA & THAILAND GIGIT JARI⁉️",2025-07-15,21:30
DRUM NUSANTARA GUNCANG PARIS‼️200 PENABUH TNI BIKIN BULE EROPA TERBENGONG PRABOWO HORMAT BANGGA‼️,2025-07-16,7:30
GEMPAR‼ PRABOWO & MACRON BICARA PROYEK SENJATA RAHASIA⁉ WARGA PERANCIS TERIAK 'VIVE L'INDONESIE!',2025-07-16,9:15
PELAJARAN BUAT MUSUH INDONESIA‼ JUNTA MYANMAR KOCAR-KACIR KE THAILAND DIGEMPUR HABIS PEMBERONTAK,2025-07-16,12:30
"GEMPAR‼ SATGAS PATRIOT II BUKTIKAN TNI SETARA NEGARA ADIDAYA, MALAYSIA & ASEAN HANYA BISA NONTON ⁉",2025-07-16,15:30
"DIPLOMASI SAWIT PRABOWO GUNCANG DUNIA‼️AFRIKA MINTA JATAH EKSPOR, EROPA DAN AS MAKIN KEPANASAN⁉️",2025-07-16,18:30
"AUSTRALIA PANIK TOTAL‼️ INDONESIA STOP EKSPOR PUPUK - PETANI AUSSIE MENANGIS, HARGA PANGAN MELAMBUNG",2025-07-16,20:30
DRUM NUSANTARA GUNCANG PARIS‼️200 PENABUH TNI BIKIN BULE EROPA TERBENGONG PRABOWO HORMAT BANGGA‼️,2025-07-16,7:30
GEMPAR‼ PRABOWO & MACRON BICARA PROYEK SENJATA RAHASIA⁉ WARGA PERANCIS TERIAK 'VIVE L'INDONESIE!',2025-07-16,9:15
PELAJARAN BUAT MUSUH INDONESIA‼ JUNTA MYANMAR KOCAR-KACIR KE THAILAND DIGEMPUR HABIS PEMBERONTAK,2025-07-16,12:30
"GEMPAR‼ SATGAS PATRIOT II BUKTIKAN TNI SETARA NEGARA ADIDAYA, MALAYSIA & ASEAN HANYA BISA NONTON ⁉",2025-07-16,15:30
"DIPLOMASI SAWIT PRABOWO GUNCANG DUNIA‼️AFRIKA MINTA JATAH EKSPOR, EROPA DAN AS MAKIN KEPANASAN⁉️",2025-07-16,18:30
"AUSTRALIA PANIK TOTAL‼️ INDONESIA STOP EKSPOR PUPUK - PETANI AUSSIE MENANGIS, HARGA PANGAN MELAMBUNG",2025-07-16,20:30
"PRABOWO DIKADALI TRUMP‼️TARIF 19% BUKAN KEMENANGAN, TAPI JERAT EKONOMI KAMBING HITAM AMERIKA FIRST‼️",2025-07-17,7:30
"RI HARUS BOMBARDIR MYANMAR‼ PMI DIJUAL KE UEA, DIKIBULI GAJI TINGGI, MALAH DISIKSA DI MYANMAR",2025-07-17,12:30
"BEDA KELAS‼ AKSI GAGAH TNI TAMPIL BERKELAS DI EROPA, NETIZEN BANDINGKAN DENGAN NEGARA TETANGGA⁉",2025-07-17,15:30
"MUKA DUA TRUMP TERBONGKAR‼️DI DEPAN PRABOWO MEMUJI, INI BUKAN LAGI DIPLOMASI, INI PERMAINAN KOTOR‼️",2025-07-17,19:00
ASEAN GEMPAR‼️MODERNISASI TNI AL 2025 BIKIN MALAYSIA KETAR-KETIR⁉️KAPAL PERANG BARU SETARA 10X JIRAN,2025-07-18,7:30
LATIHAN KOPASSUS VS PASKAL MALAYSIA BIKIN NETIZEN KAGET‼ 1 REGU KOPASSUS HANCURKAN 1 KOMPI PASKAL⁉,2025-07-18,9:15
"TNI 2025 GUNCANG DUNIA‼ RANKING MILITER INDONESIA LAMPAUI ISRAEL & IRAN, JIRAN KLAIM MILITER TERKUAT",2025-07-18,13:00
"GIMANA JIKA INDONESIA DISERANG MUSUH⁉ MEDAN INDONESIA ADALAH KUBURAN MUSUH, DARI RAWA SAMPAI GUNUNG",2025-07-18,16:30
"MALAYSIA PANIK‼️ LAGU PACU JALUR VIRAL, NETZ JIRAN: INI KAN BUDAYA KAMI‼️",2025-07-18,19:00
DARI MAPENDUMA SAMPAI MODERNISASI KOPASSUS MAKIN GAGAH‼️PRABOWO SIAPKAN GENERASI BARU PASUKAN ELIT‼️,2025-07-18,20:30
WARGA AS NGAMUK‼️TURUN TARIF 19% INDONESIA BIKIN HARGA PANGAN AS MELAMBUNG TRUMP DIKRITIK HABIS‼️,2025-07-19,7:30
"CHINA PASOK BOM KE MYANMAR, INDONESIA WASPADA‼ MALAYSIA: JANGAN SAMPAI KITA JADI KORBAN BERIKUTNYA",2025-07-19,9:30
NGAKAK GAK KETULUNGAN‼ YEL-YEL TARUNA INDONESIA MENGGELEGAR VS MALAYSIA BEDA JAUH,2025-07-19,15:30
NETIZEN MALAYSIA SERUKAN PERANG BOIKOT FILM INDONESIA‼️ FILM MALAYSIA TIDAK LAKU DI INDONESIA,2025-07-19,18:30
HEBOH‼️KUALA LUMPUR UDAH KAYAK “MINI DHAKA” INI PENYEBAB BANGLADESH SUKA BETAH DI MALAYSIA‼️,2025-07-19,20:30
"HEBOH‼️MARKAS RAHASIA KAMBOJA AKHIRNYA DI TEMUKAN, TNI SIAPKAN PASUKAN KHUSUS‼️ANCAMAN BAGI ASEAN⁉️",2025-07-20,7:30
LATIHAN MILITER MALAYSIA LEMBEK BEDA DENGAN LATIHAN MILITER TNI YANG BIKIN TAKJUB ORANG EROPA‼,2025-07-20,9:30
HEBOH KAPAL PERANG DITERJUNKAN KE NATUNA⁉ SIAP TEMBAK PEMBERONTAK MYANMAR YANG LARI KE INDONESIA‼,2025-07-20,12:30
ADA AJA‼ TKI MASAK MIE INSTAN SAMBIL MABUK BIKIN SATU BLOK KEBAKARAN DI SENTA JEPANG,2025-07-20,15:30
"JIRAN MENJERIT‼️IRI DENGAN TARIF INDONESIA LEBIH RENDAH DARI NEGARANYA, KOK BISA AMERIKA NURUT⁉️",2025-07-20,18:30
HEBOH‼️PAKAR MILITER PENTAGON AS BONGKAR TNI AU LEBIH SIAP PERANG DARIPADA ANGKATAN UDARA MALAYSIA⁉️,2025-07-21,7:30
"MALAYSIA GEMETAR‼ TNI AL RANKING 4 TERKUAT DI DUNIA, KAPAL PERANG MALAYSIA CUMA MAINAN DI INDONESIA⁉",2025-07-21,9:15
DUNIA TERKEJUT MELIHAT KESETIAKAWANAN PRESIDEN PRABOWO & MACRON‼ MACRON SEBUT “SAHABAT TERBAIK”,2025-07-21,12:30
KOCAK‼ NETIZEN BANDINGKAN DRUMBAND TNI VS DRUMBAND TENTARA MALAYSIA BIKIN SAKIT PERUT ATRAKSINYA,2025-07-21,15:30
JIRAN GEMETAR‼️ LOMBOK SIAP DI SULAP JADI DUBAI BARU - MALAYSIA & SINGAPURA LANGSUNG PANIK‼️,2025-07-21,18:30
MIMPI BURUK AS‼️INDONESIA MUAK TAK MAU DI ATUR BARAT‼️JET TEMPUR KF-21 BORAMAE BUKTI KEMANDIRIAN RI,2025-07-21,20:30
BIKIN MERINDING‼️PERBANDINGAN KEKUATAN SABOTASE & ANTI TEROR KOPASSUS VS GROUP GERAK KHAS MALAYSIA‼️,2025-07-22,7:45
